ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR	CATEGORIA
9788508081820	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Universo Jovem	LIVRO DO ADOLESCENTE, O	LILIANA E MICHELE IACOCCA	Paradidático
9788508121632	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Universo Jovem	SEU CORPO: COMO CUIDAR DELE?	FERNANDA WENDEL	Paradidático
9788508108619	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Universo Jovem	SEXO: A HORA É AGORA?	FERNANDA WENDEL	Paradidático
9788508092307	ÁTICA	17		Informativo Juvenil	Informativo Juvenil	Viagem Pela Geografia	ÊXODO RURAL E URBANIZAÇÃO	JOSÉ WILLIAM VESENTINI	Paradidático
9788508043484	ÁTICA	5		Informativo Juvenil	Informativo Juvenil	Wordplay Series	HOME SWEET HOME	AMADEU MARQUES	Paradidático
9788508046546	ÁTICA	9		Literatura Infantil	Literatura Infantil	Abracadabra	BRUXA SALOMÉ, A	AUDREY E DON WOOD	Paradidático
9788508032761	ÁTICA	16		Literatura Infantil	Literatura Infantil	Abracadabra	CASA SONOLENTA, A	AUDREY E DON WOOD	Paradidático
9788508040469	ÁTICA	10		Literatura Infantil	Literatura Infantil	Abracadabra	MEUS PORQUINHOS	AUDREY E DON WOOD	Paradidático
9788508046676	ÁTICA	5		Literatura Infantil	Literatura Infantil	Abracadabra	PALAVRA FEIA DE ALBERTO, A	AUDREY E DON WOOD	Paradidático
9788508032754	ÁTICA	9		Literatura Infantil	Literatura Infantil	Abracadabra	REI BIGODEIRA E SUA BANHEIRA, O	AUDREY E DON WOOD	Paradidático
9788508131136	ÁTICA	2		Literatura Infantil	Literatura Infantil	Abrindo Caminho	ABRINDO CAMINHO	ANA MARIA MACHADO	Paradidático
9788508150885	ÁTICA	2		Literatura Infantil	Literatura Infantil	Abrindo Caminho	DE FORA DA ARCA	ANA MARIA MACHADO	Paradidático
9788508171606	ÁTICA	1		Literatura Infantil	Literatura Infantil	Abrindo Caminho	DE NOITE NO BOSQUE	ANA MARIA MACHADO	Paradidático
9788508131143	ÁTICA	26		Literatura Infantil	Literatura Infantil	Abrindo Caminho	HISTÓRIA MEIO AO CONTRÁRIO	ANA MARIA MACHADO	Paradidático
9788508128372	ÁTICA	8		Literatura Infantil	Literatura Infantil	Abrindo Caminho	MENINO PEDRO E SEU BOI VOADOR, O	ANA MARIA MACHADO	Paradidático
9788508128747	ÁTICA	2		Literatura Infantil	Literatura Infantil	Abrindo Caminho	PROCURA-SE LOBO	ANA MARIA MACHADO	Paradidático
9788508128426	ÁTICA	2		Literatura Infantil	Literatura Infantil	Abrindo Caminho	TAPETE MÁGICO	ANA MARIA MACHADO	Paradidático
9788575956731	ÁTICA	1		Literatura Infantil	Literatura Infantil	Abrindo Caminho	UMA, DUAS, TRÊS PRINCESAS	ANA MARIA MACHADO	Paradidático
9788508153329	ÁTICA	1		Literatura Infantil	Literatura Infantil	Agaquê	AKISSI - O ATAQUE DOS GATOS 	MARGUERITE ABOUET, MATHIEU SAPIN	Paradidático
9788508148745	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	ALMANAQUE ÁTICA - RECREIO	ANGELA CARNEIRO, CLAUDIO GALPERIN, FERNANDA LOPES DE ALMEIDA, JOEL RUFINO DOS SANTOS, JOSÉ PAULO PAES, MARIA JOSÉ DUPRÉ, MARINA COLASANTI, MICHELE IACOCCA, RICARDO AZEVEDO, ROSANA RIOS	Paradidático
9788508094547	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	EVANGELHO DAS CRIANÇAS, O	FERNANDO SABINO	Paradidático
9788508174386	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	JACARÉ E A BOLA, O	FERNANDO A. PIRES	Paradidático
9788508074471	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	LIVRO DOS SENTIDOS, O	RICARDO AZEVEDO	Paradidático
9788508081844	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	NO OLHO DA RUA - HISTORINHAS QUASE TRISTES	GEORGINA MARTINS	Paradidático
9788508167111	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	PROFESSOR ASTROCAT E AS FRONTEIRAS DO ESPAÇO	DOMINIC WALLIMAN, BEN NEWMAN	Paradidático
9788508102891	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	RODAS, PRA QUE TE QUERO!	ANGELA CARNEIRO, MARCELA CÁLAMO	Paradidático
9788508179282	ÁTICA	1		Literatura Infantil	Literatura Infantil	Avulso	VISCONDE NO TEMPO DAS MAGNÓLIAS, UM	MARCELO DONATI	Paradidático
9788508047567	ÁTICA	7		Literatura Infantil	Literatura Infantil	Babette Cole	MAMÃE BOTOU UM OVO!	BABETTE COLE	Paradidático
9788508158072	ÁTICA	8		Literatura Infantil	Literatura Infantil	Barquinho De Papel	ARARA E O GUARANÁ, A	ANA MARIA MACHADO	Paradidático
9788508158096	ÁTICA	8		Literatura Infantil	Literatura Infantil	Barquinho De Papel	AVENTAL QUE O VENTO LEVA	ANA MARIA MACHADO	Paradidático
9788508158232	ÁTICA	5		Literatura Infantil	Literatura Infantil	Barquinho De Papel	BESOURO E PRATA	ANA MARIA MACHADO	Paradidático
9788508164776	ÁTICA	5		Literatura Infantil	Literatura Infantil	Barquinho De Papel	DIA DESSES, UM	ANA MARIA MACHADO	Paradidático
9788508147632	ÁTICA	8		Literatura Infantil	Literatura Infantil	Barquinho De Papel	GALINHA QUE CRIAVA UM RATINHO, A	ANA MARIA MACHADO	Paradidático
9788508164738	ÁTICA	13		Literatura Infantil	Literatura Infantil	Barquinho De Papel	GATO DO MATO E O CACHORRO DO MORRO, O	ANA MARIA MACHADO	Paradidático
9788508147618	ÁTICA	5		Literatura Infantil	Literatura Infantil	Barquinho De Papel	GATO MASSAMÊ E AQUILO QUE ELE VÊ, O	ANA MARIA MACHADO	Paradidático
9788508157952	ÁTICA	2		Literatura Infantil	Literatura Infantil	Barquinho De Papel	JECA, O TATU	ANA MARIA MACHADO	Paradidático
9788508157976	ÁTICA	5		Literatura Infantil	Literatura Infantil	Barquinho De Papel	MARIA SAPEBA	ANA MARIA MACHADO	Paradidático
9788508147595	ÁTICA	9		Literatura Infantil	Literatura Infantil	Barquinho De Papel	MENINA BONITA DO LAÇO DE FITA	ANA MARIA MACHADO	Paradidático
9788508158256	ÁTICA	7		Literatura Infantil	Literatura Infantil	Barquinho De Papel	PAVÃO DO ABRE E FECHA, O	ANA MARIA MACHADO	Paradidático
9788508164752	ÁTICA	7		Literatura Infantil	Literatura Infantil	Barquinho De Papel	QUEM ME DERA	ANA MARIA MACHADO	Paradidático
9788508157990	ÁTICA	3		Literatura Infantil	Literatura Infantil	Barquinho De Papel	QUENCO, O PATO	ANA MARIA MACHADO	Paradidático
9788508143481	ÁTICA	13		Literatura Infantil	Literatura Infantil	Boi Voador	AMOR INTEIRO PARA MEIO-IRMÃO	CRISTINA AGOSTINHO	Paradidático
9788508172078	ÁTICA	6		Literatura Infantil	Literatura Infantil	Boi Voador	GÊMEOS CORINTIANOS, OS	ANNA FLORA	Paradidático
9788508060320	ÁTICA	6		Literatura Infantil	Literatura Infantil	Boi Voador	LOUCO DO MEU BAIRRO, O	ANNA FLORA	Paradidático
9788508055630	ÁTICA	6		Literatura Infantil	Literatura Infantil	Boi Voador	MOLECAGENS DO VOVÔ	MÁRCIO TRIGO	Paradidático
9788508044689	ÁTICA	10		Literatura Infantil	Literatura Infantil	Boi Voador	NOSSA RUA TEM UM PROBLEMA	RICARDO AZEVEDO	Paradidático
9788508081738	ÁTICA	12		Literatura Infantil	Literatura Infantil	Cachorrinho Samba	CACHORRINHO SAMBA NA FAZENDA, O	MARIA JOSÉ DUPRÉ	Paradidático
9788508081752	ÁTICA	12		Literatura Infantil	Literatura Infantil	Cachorrinho Samba	CACHORRINHO SAMBA NA FLORESTA, O	MARIA JOSÉ DUPRÉ	Paradidático
9788508081714	ÁTICA	22		Literatura Infantil	Literatura Infantil	Cachorrinho Samba	CACHORRINHO SAMBA, O	MARIA JOSÉ DUPRÉ	Paradidático
9788508081790	ÁTICA	28		Literatura Infantil	Literatura Infantil	Cachorrinho Samba	MINA DE OURO, A	MARIA JOSÉ DUPRÉ	Paradidático
9788508081776	ÁTICA	29		Literatura Infantil	Literatura Infantil	Cachorrinho Samba	MONTANHA ENCANTADA, A	MARIA JOSÉ DUPRÉ	Paradidático
9788508135127	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Episódios Tv)	EU CONSIGO FAZER TUDO, TUDO SOZINHA	LAUREN CHILD	Paradidático
9788508135165	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Episódios Tv)	QUERO SER GRANDE	LAUREN CHILD	Paradidático
9788508135158	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Episódios Tv)	VOCÊ PODE SER MEU AMIGO	LAUREN CHILD	Paradidático
9788508157273	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Kit Com 4 Livros)	MINHA BIBLIOTECA ESPECIALMENTE ESPECIAL	LAUREN CHILD	Paradidático
9788508157280	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Kit Com 4 Livros)	MINHA BIBLIOTECA MAIS QUE OCUPADÍSSIMA	LAUREN CHILD	Paradidático
9788508157266	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Livro Com Adesivos)	LIVRO DE COLEÇÕES DO CHARLIE, O	LAUREN CHILD	Paradidático
9788508157259	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Livro Com Adesivos)	LIVRO DE DANÇAS DA LOLA, O	LAUREN CHILD	Paradidático
9788508120963	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Livro Pop-Up)	EU NÃO QUERO DORMIR AGORA	LAUREN CHILD	Paradidático
9788508121793	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Livro Pop-Up)	EU NUNCA VOU COMER UM TOMATE	LAUREN CHILD	Paradidático
9788508109241	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Livro-Álbum)	EU NÃO QUERO DORMIR AGORA	LAUREN CHILD	Paradidático
9788508109203	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Livro-Álbum)	EU NUNCA VOU COMER UM TOMATE	LAUREN CHILD	Paradidático
9788508109227	ÁTICA	1		Literatura Infantil	Literatura Infantil	Charlie E Lola (Livro-Álbum)	EU SOU MUITO PEQUENA PARA A ESCOLA	LAUREN CHILD	Paradidático
9788508142637	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clara Luz	ALVO, O	ILAN BRENMAN	Paradidático
9788508046218	ÁTICA	7		Literatura Infantil	Literatura Infantil	Clara Luz	FÁBULAS DE ESOPO, 12	HANS GÄRTNER	Paradidático
9788508150915	ÁTICA	2		Literatura Infantil	Literatura Infantil	Clara Luz	FRANCISCO E CLARA	GUIDO VISCONTI	Paradidático
9788508056552	ÁTICA	6		Literatura Infantil	Literatura Infantil	Clara Luz	HISTÓRIA DE RATINHO / HISTÓRIA DE GIGANTE	ANNEGERT FUCHSHUBER	Paradidático
9788508093915	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clara Luz	LAMPIÃO E MARIA BONITA	LILIANA IACOCCA	Paradidático
9788508150908	ÁTICA	2		Literatura Infantil	Literatura Infantil	Clara Luz	MAIOR DOS PRESENTES, O	SUSAN SUMMERS	Paradidático
9788508150892	ÁTICA	2		Literatura Infantil	Literatura Infantil	Clara Luz	MENINO CHAMADO MOISÉS, UM	MOACYR SCLIAR	Paradidático
9788508101566	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clara Luz	MENINO SINHÔ, O - VIDA E MÚSICA DE HERMETO PASCOAL PARA CRIANÇAS	EDMIRIAM MODOLO VILLAÇA	Paradidático
9788508108534	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clara Luz	PEDRO E O LOBO	HELOISA PRIETO	Paradidático
9788508085910	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clara Luz	ROMEU E JULIETA	NICOLA CINQUETTI	Paradidático
9788508165841	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clara Luz	SABEDORIA DO CALIFA	ILAN BRENMAN	Paradidático
9788508040476	ÁTICA	12		Literatura Infantil	Literatura Infantil	Clara Luz	TEATRO DE SOMBRAS DE OFÉLIA, O	MICHAEL ENDE	Paradidático
9788508096954	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clara Luz	VIDA DE CONTOS DE FADAS, UMA	MARCOS BAGNO	Paradidático
9788508099719	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clarice Bean	CLARICE BEAN TEM UM PROBLEMA	LAUREN CHILD	Paradidático
9788508111213	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clarice Bean	CLARICE BEAN, NÃO OLHE AGORA!	LAUREN CHILD	Paradidático
9788508091447	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clarice Bean	TIPO ASSIM, CLARICE BEAN	LAUREN CHILD	Paradidático
9788508107308	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clássicos Em Quadrinhos	AVENTURAS DE ROBIN HOOD, AS	MARCIA WILLIAMS	Paradidático
9788508094721	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clássicos Em Quadrinhos	DOM QUIXOTE	MARCIA WILLIAMS, MIGUEL DE CERVANTES	Paradidático
9788508159307	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clássicos Em Quadrinhos	EGITO ANTIGO - CONTOS DE DEUSES E FARAÓS	MARCIA WILLIAMS	Paradidático
9788508094745	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clássicos Em Quadrinhos	ILÍADA E A ODISSEIA, A	MARCIA WILLIAMS, HOMERO	Paradidático
9788508098231	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clássicos Em Quadrinhos	MITOS GREGOS - O VOO DE ÍCARO E OUTRAS LENDAS	MARCIA WILLIAMS	Paradidático
9788508098217	ÁTICA	1		Literatura Infantil	Literatura Infantil	Clássicos Em Quadrinhos	REI ARTUR E OS CAVALEIROS DA TÁVOLA REDONDA	MARCIA WILLIAMS	Paradidático
9788508043040	ÁTICA	2		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	COLINA DOS ELFOS, A/ A PASTORA E O LIMPADOR DE CHAMINÉS 	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508043057	ÁTICA	6		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	JOÃO TRAPALHÃO/O SOLDADINHO DE CHUMBO	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508041305	ÁTICA	4		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	NICOLAU GRANDE E NICOLAU PEQUENO 	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508041329	ÁTICA	8		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	PATINHO FEIO, O 	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508043033	ÁTICA	3		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	ROUPAS NOVAS DO IMPERADOR, AS/ A VERDADE VERDADEIRA	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508041299	ÁTICA	7		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	ROUXINOL, O	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508041312	ÁTICA	7		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	SEREIAZINHA, A	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508043026	ÁTICA	4		Literatura Infantil	Literatura Infantil	Contos De Andersen (Brochuras)	TOMMELISE	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN	Paradidático
9788508086412	ÁTICA	10		Literatura Infantil	Literatura Infantil	Contos De Grimm (Antologia)	CONTOS DE GRIMM (ANTOLOGIA - volume 1)	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508086405	ÁTICA	5		Literatura Infantil	Literatura Infantil	Contos De Grimm (Antologia)	CONTOS DE GRIMM (ANTOLOGIA - volume 2)	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508154029	ÁTICA	8		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	BELA ADORMECIDA, A/ MÃE NEVADA	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508159314	ÁTICA	9		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	BRANCA DE NEVE	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508165018	ÁTICA	7		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	CASA DA FLORESTA, A	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508154005	ÁTICA	8		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	CHAPEUZINHO VERMELHO/ O PRÍNCIPE-RÃ OU HENRIQUE DE FERRO	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508160402	ÁTICA	7		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	CINDERELA	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508160426	ÁTICA	7		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	GANSO DE OURO, O/OS DOZE CAÇADORES DO REI	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508153985	ÁTICA	8		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	GATO DE BOTAS, O/ RUMPELSTICHEN	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508042333	ÁTICA	6		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	GUARDADORA DE GANSOS, A	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508164974	ÁTICA	6		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	JOÃO FELIZARDO	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508159338	ÁTICA	7		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	MÚSICOS DE BREMEN, OS	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508164998	ÁTICA	9		Literatura Infantil	Literatura Infantil	Contos De Grimm (Brochuras)	RAPUNZEL/OS SETE CORVOS	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM	Paradidático
9788508119035	ÁTICA	6		Literatura Infantil	Literatura Infantil	Dentro E Fora	BURACO NO TELHADO, UM	LILIANA E MICHELE IACOCCA	Paradidático
9788508119011	ÁTICA	6		Literatura Infantil	Literatura Infantil	Dentro E Fora	LAURA E LEO EM O PRATO DE ESPAGUETE	LILIANA E MICHELE IACOCCA	Paradidático
9788508119059	ÁTICA	3		Literatura Infantil	Literatura Infantil	Dentro E Fora	LAURA E LEO EM VERMELHO E VERDE	LILIANA E MICHELE IACOCCA	Paradidático
9788508078103	ÁTICA	1		Literatura Infantil	Literatura Infantil	E Agora?	EDU VÊ TELEVISÃO DEMAIS	CHRISTIAN LAMBLIN	Paradidático
9788508079919	ÁTICA	1		Literatura Infantil	Literatura Infantil	E Agora?	SAMIRA NÃO QUER IR À ESCOLA	CHRISTIAN LAMBLIN	Paradidático
9788508113552	ÁTICA	9		Literatura Infantil	Literatura Infantil	Estrelinha I	FOCA FAMOSA, A	SONIA JUNQUEIRA	Paradidático
9788508113378	ÁTICA	15		Literatura Infantil	Literatura Infantil	Estrelinha I	GALO MALUCO, O	SONIA JUNQUEIRA	Paradidático
9788508113354	ÁTICA	14		Literatura Infantil	Literatura Infantil	Estrelinha I	MACACO E A MOLA, O	SONIA JUNQUEIRA	Paradidático
9788508113514	ÁTICA	13		Literatura Infantil	Literatura Infantil	Estrelinha I	PATO E O SAPO, O	SONIA JUNQUEIRA	Paradidático
9788508113330	ÁTICA	9		Literatura Infantil	Literatura Infantil	Estrelinha I	PERU DE PERUCA, O	SONIA JUNQUEIRA	Paradidático
9788508113491	ÁTICA	3		Literatura Infantil	Literatura Infantil	Estrelinha I	REGINA E O MÁGICO	SONIA JUNQUEIRA	Paradidático
9788508113439	ÁTICA	14		Literatura Infantil	Literatura Infantil	Estrelinha Ii	ARARA CANTORA, A	SONIA JUNQUEIRA	Paradidático
9788508113392	ÁTICA	12		Literatura Infantil	Literatura Infantil	Estrelinha Ii	CARACOL VIAJANTE, O	SONIA JUNQUEIRA	Paradidático
9788508111251	ÁTICA	13		Literatura Infantil	Literatura Infantil	Estrelinha Ii	MACACO MEDROSO, O	SONIA JUNQUEIRA	Paradidático
9788508113538	ÁTICA	9		Literatura Infantil	Literatura Infantil	Estrelinha Ii	MENINO E O MURO, O	SONIA JUNQUEIRA	Paradidático
9788508111237	ÁTICA	2		Literatura Infantil	Literatura Infantil	Estrelinha Ii	ONÇA E A ANTA, A	SONIA JUNQUEIRA	Paradidático
9788508111299	ÁTICA	10		Literatura Infantil	Literatura Infantil	Estrelinha Ii	SONHO DA VACA, O	SONIA JUNQUEIRA	Paradidático
9788508113477	ÁTICA	11		Literatura Infantil	Literatura Infantil	Estrelinha Iii	BARULHO FANTASMA, O	SONIA JUNQUEIRA	Paradidático
9788508113415	ÁTICA	10		Literatura Infantil	Literatura Infantil	Estrelinha Iii	FESTA ENCRENCADA, A	SONIA JUNQUEIRA	Paradidático
9788508111312	ÁTICA	12		Literatura Infantil	Literatura Infantil	Estrelinha Iii	MISTÉRIO DA LUA, O	SONIA JUNQUEIRA	Paradidático
9788508113453	ÁTICA	12		Literatura Infantil	Literatura Infantil	Estrelinha Iii	PALHAÇO DIFERENTE, UM	SONIA JUNQUEIRA	Paradidático
9788508111275	ÁTICA	12		Literatura Infantil	Literatura Infantil	Estrelinha Iii	PEIXE PIXOTE, O	SONIA JUNQUEIRA	Paradidático
9788508111336	ÁTICA	2		Literatura Infantil	Literatura Infantil	Estrelinha Iii	SUSTO DO PERIQUITO, O	SONIA JUNQUEIRA	Paradidático
9788508053599	ÁTICA	10		Literatura Infantil	Literatura Infantil	Fábulas	FÁBULAS 1	MARY E ELIARDO FRANÇA	Paradidático
9788508053605	ÁTICA	8		Literatura Infantil	Literatura Infantil	Fábulas	FÁBULAS 2	MARY E ELIARDO FRANÇA	Paradidático
9788508108411	ÁTICA	2		Literatura Infantil	Literatura Infantil	Fernanda Lopes De Almeida	ARANHA, A DOR DE CABEÇA, A	FERNANDA LOPES DE ALMEIDA	Paradidático
9788508108459	ÁTICA	2		Literatura Infantil	Literatura Infantil	Fernanda Lopes De Almeida	CONTOS DE PERRAULT	FERNANDA LOPES DE ALMEIDA, CHARLES PERRAULT	Paradidático
9788508108435	ÁTICA	28		Literatura Infantil	Literatura Infantil	Fernanda Lopes De Almeida	FADA QUE TINHA IDEIAS, A	FERNANDA LOPES DE ALMEIDA	Paradidático
9788508111190	ÁTICA	1		Literatura Infantil	Literatura Infantil	Fernanda Lopes De Almeida	LEI DO MAIS FORTE, A	FERNANDA LOPES DE ALMEIDA	Paradidático
9788508128761	ÁTICA	2		Literatura Infantil	Literatura Infantil	Fernanda Lopes De Almeida	REI MALUCO E A RAINHA MAIS AINDA, O	FERNANDA LOPES DE ALMEIDA	Paradidático
9788508108398	ÁTICA	20		Literatura Infantil	Literatura Infantil	Fernanda Lopes De Almeida	SOPRINHO	FERNANDA LOPES DE ALMEIDA	Paradidático
9788508074839	ÁTICA	1		Literatura Infantil	Literatura Infantil	Folclore	ARMAZÉM DO FOLCLORE	RICARDO AZEVEDO	Paradidático
9788508115808	ÁTICA	1		Literatura Infantil	Literatura Infantil	Folclore	CONTOS DE ADIVINHAÇÃO	RICARDO AZEVEDO	Paradidático
9788508097791	ÁTICA	1		Literatura Infantil	Literatura Infantil	Folclore	CONTOS DE BICHOS DO MATO	RICARDO AZEVEDO	Paradidático
9788508087112	ÁTICA	1		Literatura Infantil	Literatura Infantil	Folclore	CONTOS DE ENGANAR A MORTE	RICARDO AZEVEDO	Paradidático
9788508127276	ÁTICA	1		Literatura Infantil	Literatura Infantil	Folclore	CONTOS E LENDAS DE UM VALE ENCANTADO	RICARDO AZEVEDO	Paradidático
9788508124473	ÁTICA	1		Literatura Infantil	Literatura Infantil	Folclore	HISTÓRIAS DE BOBOS, BOCÓS, BURRALDOS E PASPALHÕES	RICARDO AZEVEDO	Paradidático
9788508143696	ÁTICA	8		Literatura Infantil	Literatura Infantil	Folclore	MEU LIVRO DE FOLCLORE	RICARDO AZEVEDO	Paradidático
9788508081905	ÁTICA	1		Literatura Infantil	Literatura Infantil	Folclore	NO MEIO DA NOITE ESCURA TEM UM PÉ DE MARAVILHA!	RICARDO AZEVEDO	Paradidático
9788508094769	ÁTICA	2		Literatura Infantil	Literatura Infantil	Fuzuê	HOMEM NO SÓTÃO, UM	RICARDO AZEVEDO	Paradidático
9788508105557	ÁTICA	1		Literatura Infantil	Literatura Infantil	Fuzuê	LIVRO DOS PONTOS DE VISTA, O	RICARDO AZEVEDO	Paradidático
9788508165070	ÁTICA	3		Literatura Infantil	Literatura Infantil	Fuzuê	MARCUS ROBÔ	MARIA HELOÍSA PENTEADO	Paradidático
9788508146680	ÁTICA	3		Literatura Infantil	Literatura Infantil	Fuzuê	MARICÁ, MARILÁ E MARICOLÁ	MARIA HELOÍSA PENTEADO	Paradidático
