ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR	CATEGORIA
9788526284098	SCIPIONE	3	6º Ano	História	Ensino Fundamental 2	História Temática	HISTÓRIA TEMÁTICA - TEMPOS E CULTURAS	Andrea Montellato, Conceição Cabrini e Roberto Catelli	Didático
9788526277892	SCIPIONE	3	8º Ano	História	Ensino Fundamental 2	História Temática	HISTÓRIA TEMÁTICA - TERRA E PROPRIEDADE	Andrea Montellato, Conceição Cabrini e Roberto Catelli	Didático
9788526292048	SCIPIONE	1	6º Ano	Matemática	Ensino Fundamental 2	Matemática - Bigode	MATEMÁTICA 6º ANO	Antonio José Lopes Bigode	Didático
9788526292062	SCIPIONE	1	7º Ano	Matemática	Ensino Fundamental 2	Matemática - Bigode	MATEMÁTICA 7º ANO	Antonio José Lopes Bigode	Didático
9788526292086	SCIPIONE	1	8º Ano	Matemática	Ensino Fundamental 2	Matemática - Bigode	MATEMÁTICA 8º ANO	Antonio José Lopes Bigode	Didático
9788526292109	SCIPIONE	1	9º Ano	Matemática	Ensino Fundamental 2	Matemática - Bigode	MATEMÁTICA 9º ANO	Antonio José Lopes Bigode	Didático
9788526284609	SCIPIONE	11	VU	Gramática	Ensino Fundamental 2	Minigramática	MINIGRAMÁTICA	Ernani Terra	Didático
9788547400132	SCIPIONE	2	6º Ano	História	Ensino Fundamental 2	Mosaico História	Projeto Mosaico: História 6º ano	Cláudio Vicentino	Didático
9788547400156	SCIPIONE	2	7º Ano	História	Ensino Fundamental 2	Mosaico História	Projeto Mosaico: História 7º ano	Cláudio Vicentino	Didático
9788547400170	SCIPIONE	2	8º Ano	História	Ensino Fundamental 2	Mosaico História	Projeto Mosaico: História 8º ano	Cláudio Vicentino	Didático
9788547400194	SCIPIONE	2	9º Ano	História	Ensino Fundamental 2	Mosaico História	Projeto Mosaico: História 9º ano	Cláudio Vicentino	Didático
9788526298996	SCIPIONE	3	6º Ano	Arte	Ensino Fundamental 2	Projeto Arte	PROJETO ARTE 6º ano	Beá Meira	Didático
9788526299016	SCIPIONE	3	7º Ano	Arte	Ensino Fundamental 2	Projeto Arte	PROJETO ARTE 7º ano	Beá Meira	Didático
9788526299030	SCIPIONE	3	8º Ano	Arte	Ensino Fundamental 2	Projeto Arte	PROJETO ARTE 8º ano	Beá Meira	Didático
9788526299054	SCIPIONE	3	9º Ano	Arte	Ensino Fundamental 2	Projeto Arte	PROJETO ARTE 9º ano	Beá Meira	Didático
9788526275638	SCIPIONE	2	9º Ano	Arte	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ARTE	Beá Meira	Didático
9788526275614	SCIPIONE	2	8º Ano	Arte	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ARTE	Beá Meira	Didático
9788526275591	SCIPIONE	2	7º Ano	Arte	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ARTE	Beá Meira	Didático
9788526275577	SCIPIONE	2	6º Ano	Arte	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ARTE	Beá Meira	Didático
2759449	SCIPIONE	1	6º Ano	Espanhol	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ESPANHOL	Fernanda Castelano, Wilson Alves - Bezerra	Didático
2759456	SCIPIONE	1	7º Ano	Espanhol	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ESPANHOL	Fernanda Castelano, Wilson Alves - Bezerra	Didático
2759463	SCIPIONE	1	8º Ano	Espanhol	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ESPANHOL	Fernanda Castelano, Wilson Alves - Bezerra	Didático
2759470	SCIPIONE	1	9º Ano	Espanhol	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - ESPANHOL	Fernanda Castelano, Wilson Alves - Bezerra	Didático
9788526291805	SCIPIONE	3	9º Ano	História	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - HISTÓRIA	Cláudio Vicentino	Didático
9788526291720	SCIPIONE	3	8º Ano	História	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - HISTÓRIA	Cláudio Vicentino	Didático
9788526291645	SCIPIONE	3	7º Ano	História	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - HISTÓRIA	Cláudio Vicentino	Didático
9788526291560	SCIPIONE	3	6º Ano	História	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - HISTÓRIA	Cláudio Vicentino	Didático
275940	SCIPIONE	1	6º Ano	Inglês	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - INGLÊS	Elizabeth Young Chin e Maria Lucia Zaorob	Didático
2759418	SCIPIONE	1	7º Ano	Inglês	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - INGLÊS	Elizabeth Young Chin e Maria Lucia Zaorob	Didático
2759425	SCIPIONE	1	8º Ano	Inglês	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - INGLÊS	Elizabeth Young Chin e Maria Lucia Zaorob	Didático
2759432	SCIPIONE	1	9º Ano	Inglês	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - INGLÊS	Elizabeth Young Chin e Maria Lucia Zaorob	Didático
9788526275553	SCIPIONE	1	9º Ano	Redação	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - PRODUÇÃO DE TEXTOS	Maria Sílvia Gonçalves	Didático
9788526275539	SCIPIONE	1	8º Ano	Redação	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - PRODUÇÃO DE TEXTOS	Maria Sílvia Gonçalves	Didático
9788526275515	SCIPIONE	1	7º Ano	Redação	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - PRODUÇÃO DE TEXTOS	Maria Sílvia Gonçalves	Didático
9788526275492	SCIPIONE	1	6º Ano	Redação	Ensino Fundamental 2	Projeto Radix	PROJETO RADIX - PRODUÇÃO DE TEXTOS	Maria Sílvia Gonçalves	Didático
9788526295254	SCIPIONE	2	VU	Arte	Ensino Médio	Arte: Do Rupreste Ao Remix	ARTE: DO RUPRESTE AO REMIX	Editora Scipione	Didático
9788526259270	SCIPIONE	7	VU	Gramática	Ensino Médio	Curso De Gramática Aplicada Aos Textos	CURSO DE GRAMÁTICA APLICADA AOS TEXTOS	Ulisses Infante	Didático
9788526278011	SCIPIONE	6	VU	Gramática	Ensino Médio	Curso Prático De Gramática	CURSO PRÁTICO DE GRAMÁTICA	Ernani Terra	Didático
9788526295230	SCIPIONE	1	VU	Filosofia	Ensino Médio	Filosofia: Experiência Do Pensamento	FILOSOFIA: EXPERIÊNCIA DO PENSAMENTO	Silvio Gallo	Didático
9788526278035	SCIPIONE	1	1º Ano	Física	Ensino Médio	Física Contexto E Aplicações	FÍSICA - CONTEXTO & APLICAÇÕES	Antônio Máximo e Beatriz Alvarenga	Didático
9788526284623	SCIPIONE	1	2º Ano	Física	Ensino Médio	Física Contexto E Aplicações	FÍSICA - CONTEXTO & APLICAÇÕES	Antônio Máximo e Beatriz Alvarenga	Didático
9788526284647	SCIPIONE	1	3º Ano	Física	Ensino Médio	Física Contexto E Aplicações	FÍSICA - CONTEXTO & APLICAÇÕES	Antônio Máximo e Beatriz Alvarenga	Didático
9788526290341	SCIPIONE	2	3º Ano	Geografia	Ensino Médio	Geografia Geral E Do Brasil - Ggb	GEOGRAFIA GERAL E DO BRASIL	João Carlos Moreira e Eustáquio de Sene	Didático
9788526290327	SCIPIONE	2	2º Ano	Geografia	Ensino Médio	Geografia Geral E Do Brasil - Ggb	GEOGRAFIA GERAL E DO BRASIL	João Carlos Moreira e Eustáquio de Sene	Didático
9788526290303	SCIPIONE	2	1º Ano	Geografia	Ensino Médio	Geografia Geral E Do Brasil - Ggb	GEOGRAFIA GERAL E DO BRASIL	João Carlos Moreira e Eustáquio de Sene	Didático
9788526288881	SCIPIONE	5	VU	Geografia	Ensino Médio	Geografia Geral E Do Brasil - Ggb	GEOGRAFIA GERAL E DO BRASIL - VOLUME ÚNICO	João Carlos Moreira e Eustáquio de Sene	Didático
9788526270763	SCIPIONE	3	VU	Gramática	Ensino Médio	Gramática Da Língua Portuguesa	GRAMÁTICA DA LÍNGUA PORTUGUESA	Pasquale Cipro Neto e Ulisses Infante	Didático
9788526275331	SCIPIONE	2	VU	Gramática	Ensino Médio	Gramática Palavra, Frase E Texto	GRAMÁTICA - PALAVRA, FRASE E TEXTO	José De Nicola	Didático
9788526283633	SCIPIONE	3	VU	História	Ensino Médio	História Do Brasil	HISTÓRIA DO BRASIL	Cláudio Vicentino e Gianpaolo Dorigo	Didático
9788526283657	SCIPIONE	11	VU	História	Ensino Médio	História Geral	HISTÓRIA GERAL	Cláudio Vicentino	Didático
2589305	SCIPIONE	1	VU	História	Ensino Médio	História Geral E Do Brasil - Hgb 	HISTÓRIA - GERAL E DO BRASIL	Cláudio Vicentino e Gianpaolo Dorigo	Didático
9788526287235	SCIPIONE	3	3º Ano	Português	Ensino Médio	Língua Lit E Prod De Textos (Nicola)	LÍNGUA, LITERATURA E PRODUÇÃO DE TEXTOS	José De Nicola	Didático
9788526287211	SCIPIONE	3	2º Ano	Português	Ensino Médio	Língua Lit E Prod De Textos (Nicola)	LÍNGUA, LITERATURA E PRODUÇÃO DE TEXTOS	José De Nicola	Didático
9788526287198	SCIPIONE	3	1º Ano	Português	Ensino Médio	Língua Lit E Prod De Textos (Nicola)	LÍNGUA, LITERATURA E PRODUÇÃO DE TEXTOS	José De Nicola	Didático
9788526284395	SCIPIONE	18	VU	Literatura	Ensino Médio	Literatura Brasileira - Nicola	LITERATURA BRASILEIRA - DAS ORIGENS AOS NOSSOS DIAS	José De Nicola	Didático
9788526284784	SCIPIONE	2	VU	Literatura	Ensino Médio	Painel Da Literatura	PAINEL DA LITERATURA EM LÍNGUA PORTUGUESA	José De Nicola	Didático
9788526267046	SCIPIONE	5	VU	Filosofia	Ensino Médio	Para Filosofar	PARA FILOSOFAR	Avelino Correa e outros	Didático
9788526293960	SCIPIONE	1	VU	Geografia	Ensino Médio	Projeto Múltiplo	PROJETO MÚLTIPLO - GEOGRAFIA	Eustáquio de Sene e João Carlos Moreira	Didático
9788526293441	SCIPIONE	1	VU	Gramática	Ensino Médio	Projeto Múltiplo	PROJETO MÚLTIPLO - GRAMÁTICA	José De Nicola	Didático
9788526293946	SCIPIONE	1	VU	História	Ensino Médio	Projeto Múltiplo	PROJETO MÚLTIPLO - HISTÓRIA	Cláudio Vicentino, Gianpaolo Dorigo e José Vicentino	Didático
9788526293465	SCIPIONE	1	VU	Literatura	Ensino Médio	Projeto Múltiplo	PROJETO MÚLTIPLO - LITERATURA	José De Nicola	Didático
9788526289741	SCIPIONE	1	VU	Química	Ensino Médio	Projeto Voaz	PROJETO  VOAZ - QUIMICA	Andréa Machado e Eduardo Mortimer	Didático
9788526290280	SCIPIONE	1	VU	Física	Ensino Médio	Projeto Voaz	PROJETO VOAZ - FÍSICA	Antônio Máximo e Beatriz Alvarenga	Didático
9788526284418	SCIPIONE	1	VU	Redação 	Ensino Médio	Redação 	GUIA DE REDAÇÃO: ESCREVER MELHOR	Editora Scipione	Didático
9788526280724	SCIPIONE	3	VU	Química	Ensino Médio	Tabela Periódica	TABELA PERIÓDICA	Editora Scipione	Didático
9788508039968	ÁTICA	8		Informativo Infantil	Informativo Infantil	Álbuns Dos Pingos	ALFABETO DOS PINGOS!	MARY E ELIARDO FRANÇA	Paradidático
9788508043583	ÁTICA	6		Informativo Infantil	Informativo Infantil	Álbuns Dos Pingos	CALOR E FRIO, FRUTOS E FLORES!	MARY E ELIARDO FRANÇA	Paradidático
9788508039999	ÁTICA	5		Informativo Infantil	Informativo Infantil	Álbuns Dos Pingos	NÚMEROS DOS PINGOS!	MARY E ELIARDO FRANÇA	Paradidático
9788508067183	ÁTICA	4		Informativo Infantil	Informativo Infantil	Álbuns Dos Pingos	VIAGEM À LUA, UMA	MARY E ELIARDO FRANÇA	Paradidático
9788508110643	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	ALFABETO DE HISTÓRIAS	GILLES EDUAR	Paradidático
9788508175611	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	BRASIL DE FIO A PAVIO - viagem pelos estados brasileiros	GILLES EDUAR	Paradidático
2620572	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	CANTEIRO - MÚSICAS PARA BRINCAR	MARGARETH DAREZZO	Paradidático
9788508117222	ÁTICA	8		Informativo Infantil	Informativo Infantil	Avulso	CRIANÇAS COMO VOCÊ	ANABEL KINDERLEY, BARNABAS KINDERSLEY	Paradidático
9788508114924	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	ESCOLAS COMO A SUA	PENNY SMITH, ZAHAVIT SHALEV	Paradidático
9788508145416	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	ESPERANÇA É O BICHO, A	ROGERIO G. NIGRO	Paradidático
9788508126798	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	ESPETÁCULO DE NÚMEROS	GILLES EDUAR	Paradidático
2249957	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	LIVRO DAS EMERGÊNCIAS, O	ALINE ANGELI	Paradidático
9788508147656	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	NASCIMENTO DO UNIVERSO, O (brochura)	JUDITH NURIA MAIDA, FERNANDO VILELA	Paradidático
9788508120475	ÁTICA	1		Informativo Infantil	Informativo Infantil	Avulso	NASCIMENTO DO UNIVERSO, O (capa dura)	JUDITH NURIA MAIDA, FERNANDO VILELA	Paradidático
9788508128648	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	AÇÕES	LAUREN CHILD	Paradidático
9788508121892	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	ANIMAIS	LAUREN CHILD	Paradidático
9788508121908	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	COISAS	LAUREN CHILD	Paradidático
9788508121915	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	CORES	LAUREN CHILD	Paradidático
9788508121922	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	FORMAS	LAUREN CHILD	Paradidático
9788508121885	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	NÚMEROS	LAUREN CHILD	Paradidático
9788508121939	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	OPOSTOS	LAUREN CHILD	Paradidático
9788508128655	ÁTICA	1		Informativo Infantil	Informativo Infantil	Charlie E Lola (Livros Empastados)	ROUPAS	LAUREN CHILD	Paradidático
9788508092321	ÁTICA	1		Informativo Infantil	Informativo Infantil	Guia Da Criança Cidadã	CONVIVENDO COM A ECOLOGIA	GWENAËLLE BOULET, LAURE SAINT-MARC, NATHALIE TORDJMAN	Paradidático
9788508086894	ÁTICA	1		Informativo Infantil	Informativo Infantil	Guia Da Criança Cidadã	CONVIVENDO COM AS DIFERENÇAS	LAURA JAFFÉ, LAURE SAINT-MARC	Paradidático
9788508143580	ÁTICA	16		Informativo Infantil	Informativo Infantil	Pé No Chão	CAÇA AO TESOURO - UMA VIAGEM ECOLÓGICA	LILIANA IACOCCA	Paradidático
9788508143528	ÁTICA	2		Informativo Infantil	Informativo Infantil	Pé No Chão	DE ONDE VOCÊ VEIO? - DISCUTINDO PRECONCEITOS	LILIANA E MICHELE IACOCCA	Paradidático
9788508143566	ÁTICA	15		Informativo Infantil	Informativo Infantil	Pé No Chão	ENTRE NESTE LIVRO - A CONSTITUIÇÃO PARA CRIANÇAS	LILIANA IACOCCA	Paradidático
9788508154388	ÁTICA	2		Informativo Infantil	Informativo Infantil	Pé No Chão	EU COMO ASSIM OU ASSADO? - CONHECENDO MELHOR O QUE VOCÊ COME	MICHELE IACOCCA	Paradidático
9788508166176	ÁTICA	7		Informativo Infantil	Informativo Infantil	Pé No Chão	EU E OS OUTROS - MELHORANDO AS RELAÇÕES	LILIANA E MICHELE IACOCCA	Paradidático
9788508154401	ÁTICA	1		Informativo Infantil	Informativo Infantil	Pé No Chão	MÃO E CONTRAMÃO - A AVENTURA DO TRÂNSITO	LILIANA E MICHELE IACOCCA	Paradidático
9788508132157	ÁTICA	1		Informativo Infantil	Informativo Infantil	Pé No Chão	MEU, O SEU, O NOSSO, O -  REFLETINDO SOBRE ATITUDES E ESPAÇOS DE CONVIVÊNCIA	MICHELE IACOCCA	Paradidático
9788508145393	ÁTICA	1		Informativo Infantil	Informativo Infantil	Pé No Chão	PENSE BEM - DESCOBRINDO A FILOSOFIA	CAROLINA MICHELINI, MICHELE IACOCCA	Paradidático
9788508143504	ÁTICA	8		Informativo Infantil	Informativo Infantil	Pé No Chão	PLANETA EU, O - CONVERSANDO SOBRE SEXO	LILIANA E MICHELE IACOCCA	Paradidático
9788508143542	ÁTICA	17		Informativo Infantil	Informativo Infantil	Pé No Chão	QUE FAZER? - FALANDO DE CONVIVÊNCIA, O	LILIANA E MICHELE IACOCCA	Paradidático
9788508160389	ÁTICA	6		Informativo Infantil	Informativo Infantil	Turma Da Matemática	...E ELES QUERIAM CONTAR	LUZIA FARACO RAMOS	Paradidático
9788508087914	ÁTICA	5		Informativo Infantil	Informativo Infantil	Turma Da Matemática	CARAMELOS DA ALEGRIA	LUZIA FARACO RAMOS	Paradidático
9788508087891	ÁTICA	5		Informativo Infantil	Informativo Infantil	Turma Da Matemática	DOCES FRAÇÕES	LUZIA FARACO RAMOS	Paradidático
9788508087938	ÁTICA	3		Informativo Infantil	Informativo Infantil	Turma Da Matemática	HISTÓRIA DO OUTRO PLANETA, UMA	LUZIA FARACO RAMOS	Paradidático
9788508160365	ÁTICA	3		Informativo Infantil	Informativo Infantil	Turma Da Matemática	ONDE ESTÃO AS MULTIPLICAÇÕES?	LUZIA FARACO RAMOS	Paradidático
9788508119691	ÁTICA	2		Informativo Infantil	Informativo Infantil	Xereta	CHUÁ...CHUÁ... TCHIBUM! - UM LIVRO SOBRE A ÁGUA	BRITA GRANSTRÖM, MICK MANNING	Paradidático
9788508119677	ÁTICA	2		Informativo Infantil	Informativo Infantil	Xereta	RECICLAGEM - A AVENTURA DE UMA GARRAFA	BRITA GRANSTRÖM, MICK MANNING	Paradidático
9788508119776	ÁTICA	2		Informativo Infantil	Informativo Infantil	Xereta	SAI, SUJEIRA!	BRITA GRANSTRÖM, MICK MANNING	Paradidático
9788508076932	ÁTICA	13		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	AVENTURA DECIMAL	LUZIA FARACO RAMOS	Paradidático
9788508111794	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	CÓDIGO POLINÔMIO, O	LUZIA FARACO RAMOS	Paradidático
9788508081387	ÁTICA	13		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	COMO ENCONTRAR A MEDIDA CERTA	CARLOS MARCONDES	Paradidático
9788508076970	ÁTICA	10		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	ENCONTROS DE PRIMEIRO GRAU	LUZIA FARACO RAMOS	Paradidático
9788508080342	ÁTICA	19		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	FRAÇÕES SEM MISTÉRIOS	LUZIA FARACO RAMOS	Paradidático
9788508080328	ÁTICA	17		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	HISTÓRIA DE SINAIS	LUZIA FARACO RAMOS	Paradidático
9788508076918	ÁTICA	10		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	MIL E UMA EQUAÇÕES, AS	ERNESTO ROSA	Paradidático
9788508082070	ÁTICA	21		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	PROPORÇÃO ECOLÓGICA, UMA	LUZIA FARACO RAMOS	Paradidático
9788508076956	ÁTICA	18		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	QUE FAZER PRIMEIRO?, O	LUZIA FARACO RAMOS	Paradidático
9788508080366	ÁTICA	13		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	RAIZ DIFERENTE, UMA	LUZIA FARACO RAMOS	Paradidático
9788508081363	ÁTICA	13		Informativo Juvenil	Informativo Juvenil	A Descoberta Da Matemática	SEGREDO DOS NÚMEROS, O	LUZIA FARACO RAMOS	Paradidático
9788508160525	ÁTICA	3		Informativo Juvenil	Informativo Juvenil	Avulso	ÁFRICA E BRASIL AFRICANO	MARINA DE MELLO E SOUZA	Paradidático
9788508162611	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Avulso	ALICE NO PAÍS DAS CIÊNCIAS	CARLO FRABETTI	Paradidático
9788508122370	ÁTICA	2		Informativo Juvenil	Informativo Juvenil	Avulso	ALICE NO PAÍS DOS NÚMEROS	CARLO FRABETTI	Paradidático
2719733	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Avulso	MEUS HERÓIS NÃO VIRARAM ESTÁTUA	LUIZ BOLOGNESI, PEDRO PUNTONI	Paradidático
9788508104239	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Avulso	MODERNISMO NO BRASIL - PANORAMA DAS ARTES VISUAIS	BEÁ MEIRA	Paradidático
9788508160464	ÁTICA	8		Informativo Juvenil	Informativo Juvenil	Avulso	SEXUALIDADE: A DIFÍCIL ARTE DO ENCONTRO	LIDIA ROSENBERG ARATANGY	Paradidático
9788508099757	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	ÁGUA	SÔNIA SALEM	Paradidático
9788508101658	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	CORPO: LIMITES E CUIDADOS	LIDIA ROSENBERG ARATANGY	Paradidático
9788508164271	ÁTICA	2		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	LIXO E SUSTENTABILIDADE	SONIA MUHRINGER, MICHELLE SHAYER, ROSANA RIOS	Paradidático
9788508099771	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	MEIO AMBIENTE E SOCIEDADE	MARCELO LEITE	Paradidático
9788508091751	ÁTICA	13		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	NUTRIÇÃO	FERNANDO GEWANDSZNAJDER	Paradidático
9788508091775	ÁTICA	12		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	ORIGEM E HISTÓRIA DA VIDA	FERNANDO GEWANDSZNAJDER, ULISSES CAPOZZOLI	Paradidático
9788508091812	ÁTICA	12		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	PEQUENOS SERES VIVOS	GILBERTO MARTHO	Paradidático
9788508091690	ÁTICA	16		Informativo Juvenil	Informativo Juvenil	De Olho Na Ciência	SEXO E REPRODUÇÃO	FERNANDO GEWANDSZNAJDER	Paradidático
9788508094066	ÁTICA	10		Informativo Juvenil	Informativo Juvenil	First Readers Series	HAPPINESS	AMADEU MARQUES	Paradidático
9788508094127	ÁTICA	9		Informativo Juvenil	Informativo Juvenil	First Readers Series	INSPECTORS HOLIDAYS, THE	AMADEU MARQUES	Paradidático
9788508099252	ÁTICA	10		Informativo Juvenil	Informativo Juvenil	Gilberto Dimenstein	APRENDIZ DO FUTURO	GILBERTO DIMENSTEIN	Paradidático
9788508081103	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Gilberto Dimenstein	BRASIL NA PONTA DA LÍNGUA, O	GILBERTO DIMENSTEIN, PASQUALE CIPRO NETO	Paradidático
9788508161874	ÁTICA	24		Informativo Juvenil	Informativo Juvenil	Gilberto Dimenstein	CIDADÃO DE PAPEL, O	GILBERTO DIMENSTEIN	Paradidático
9788508147274	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Gilberto Dimenstein	CIDADÃO INVISÍVEL, O	GILBERTO DIMENSTEIN, IVAN JAF, EDUARDO FERIGATO	Paradidático
9788508090631	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Gilberto Dimenstein	QUEBRA-CABEÇA BRASIL - TEMAS DE CIDADANIA NA HISTÓRIA DO BRASIL	GILBERTO DIMENSTEIN, ALVARO CÉSAR GIANSANTI	Paradidático
9788508109371	ÁTICA	2		Informativo Juvenil	Informativo Juvenil	Jovem Cidadão	COR DO PRECONCEITO, A	CARMEN CAMPOS, SUELI CANEIRO, VERA VILHENA	Paradidático
9788508125760	ÁTICA	2		Informativo Juvenil	Informativo Juvenil	Jovem Cidadão	DE CARA COM A VIOLÊNCIA	IVAN JAF, REGINA CÉLIA PEDROSO	Paradidático
9788508128464	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Jovem Cidadão	DE OLHO NA CORRUPÇÃO	IVAN JAF, RITA BIASON	Paradidático
9788508128327	ÁTICA	2		Informativo Juvenil	Informativo Juvenil	Jovem Cidadão	PREÇO DO CONSUMO, O	IVAN JAF, DANIELA PALMA	Paradidático
9788508090525	ÁTICA	6		Informativo Juvenil	Informativo Juvenil	O Cotidiano Da História	ANTIGO EGITO - O NOVO IMPÉRIO	MARTIN CEZAR FEIJÓ	Paradidático
9788508090440	ÁTICA	15		Informativo Juvenil	Informativo Juvenil	O Cotidiano Da História	DEMOCRACIA GREGA, A	MARTIN CEZAR FEIJÓ	Paradidático
9788508090488	ÁTICA	10		Informativo Juvenil	Informativo Juvenil	O Cotidiano Da História	NO TEMPO DO FEUDALISMO	HELOISA STEINMANN	Paradidático
9788508090549	ÁTICA	12		Informativo Juvenil	Informativo Juvenil	O Cotidiano Da História	REVOLUÇÃO FRANCESA	CARLOS GUILHERME MOTA	Paradidático
9788508090563	ÁTICA	12		Informativo Juvenil	Informativo Juvenil	O Cotidiano Da História	REVOLUÇÃO INDUSTRIAL	FRANCISCO M. P. TEIXEIRA	Paradidático
9788508085330	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Por Dentro Da Arte	COMO E POR QUE SE FAZ ARTE	ELISABETH NEWBERY	Paradidático
9788508085347	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Por Dentro Da Arte	SEGREDOS DA ARTE, OS	ELISABETH NEWBERY	Paradidático
9788508166459	ÁTICA	2		Informativo Juvenil	Informativo Juvenil	Que Mundo É Esse?	JOVENS BRASILEIROS	IVAN JAF, MARIA ODETTE SIMÃO BRANCATELLI, VERA LÚCIA VILHENA DE TOLEDO	Paradidático
9788508084999	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Que Mundo É Esse?	TRABALHO INFANTIL: O DIFÍCIL SONHO DE SER CRIANCA	CRISTINA PORTO, IOLANDA HUZAK, JÔ AZEVEDO	Paradidático
9788508084173	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Saber Mais	DESCOBRINDO A LITERATURA	MARISA LAJOLO	Paradidático
9788508094288	ÁTICA	8		Informativo Juvenil	Informativo Juvenil	Shakespeare Road Series	FINAL TEST, THE	AMADEU MARQUES	Paradidático
9788508094325	ÁTICA	9		Informativo Juvenil	Informativo Juvenil	Shakespeare Road Series	LOVE LESSON, A	AMADEU MARQUES	Paradidático
9788508094264	ÁTICA	7		Informativo Juvenil	Informativo Juvenil	Shakespeare Road Series	WORK OF ART, A	AMADEU MARQUES	Paradidático
9788508114894	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Universo Jovem	ESTUDAR: QUAL O SEGREDO?	FERNANDA WENDEL	Paradidático
9788508097616	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Universo Jovem	EU NÃO SOU ASSIM! - COMO ENCARAR AS MUDANÇAS DO CORPO NA ADOLESCÊNCIA	PHILIPPE ELIAKIM, VÉRONIQUE LE JEUNE	Paradidático
9788508108572	ÁTICA	1		Informativo Juvenil	Informativo Juvenil	Universo Jovem	FACES DA VIOLÊNCIA, AS	PIERRE MEZINSKI	Paradidático
